"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize","IUCN_frq","IUCN_year","realm","elevation","NPP","ave_temp","Tree_mean","sampling_effort_t"
"Loxodonta africana","B","EMML_SDK","G",1,3940034.28,1,1,0.84,-999,19.5,"1","2021","Afrotropical",205.5,1262.56,18.1,7.43,820
"Lycaon pictus","B","EMML_SDK","G",1,22050.07,0,1,8.1,-999,-999,"9","2020","Afrotropical",205.5,1262.56,18.1,7.43,820
"Diceros bicornis","B","EMML_SDK","G",1,1180510.9,1,0,1,1,1,"12","2020","Afrotropical",205.5,1262.56,18.1,7.43,820
"Canis mesomelas","B","EMML_SDK","G",4,8500.02,1,1,3.89,-999,-999,"4","2014","Afrotropical",205.5,1262.56,18.1,7.43,820
"Tragelaphus scriptus","B","EMML_SDK","G",1,43250.39,1,1,1,-999,1,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Caracal caracal","B","EMML_SDK","G",1,13749.91,1,0,2.3,-999,-999,"4","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Genetta maculata","B","EMML_SDK","Ar",3,2225,1,0,2.12,-999,-999,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Sylvicapra grimmia","B","EMML_SDK","G",3,19499.79,1,0,0.98,-999,1,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Genetta genetta","B","EMML_SDK","Ar",3,1800,1,0,2.29,-999,-999,"3","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Phacochoerus africanus","B","EMML_SDK","G",3,82500,1,0,-999,-999,-999,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Litocranius walleri","B","EMML_SDK","G",1,37999.69,1,1,1,-999,8,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Nanger granti","B","EMML_SDK","G",1,55464.46,0,1,1,40,40,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Tragelaphus strepsiceros","B","EMML_SDK","G",1,213501.04,1,1,1,-999,12,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Equus grevyi","B","EMML_SDK","G",1,407999.85,1,1,1,-999,-999,"8","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Madoqua guentheri","B","EMML_SDK","G",1,7499.98,1,1,0.98,-999,6.25,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Aepyceros melampus","B","EMML_SDK","G",1,52500.08,1,1,0.98,-999,15.25,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Madoqua kirkii","B","EMML_SDK","G",1,5300.05,1,1,0.98,-999,2.5,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Panthera pardus","B","EMML_SDK","G",1,52038.22,1,0,2.14,1,1,"8","2020","Afrotropical",205.5,1262.56,18.1,7.43,820
"Tragelaphus imberbis","B","EMML_SDK","G",1,81575.55,1,0,1,-999,3,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Papio anubis","B","EMML_SDK","G",4,17728.56,0,1,1.01,44.5,40,"4","2020","Afrotropical",205.5,1262.56,18.1,7.43,820
"Equus quagga","B","EMML_SDK","G",1,4e+05,1,1,-999,-999,-999,"4","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Crocuta crocuta","B","EMML_SDK","G",1,66492.06,1,0,1.91,-999,-999,"3","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Raphicerus campestris","B","EMML_SDK","G",2,10500.02,0,1,0.98,-999,2,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Hyaena hyaena","B","EMML_SDK","G",4,41705.11,1,0,2.44,-999,-999,"4","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Eudorcas thomsonii","B","EMML_SDK","G",1,22907.43,0,1,1,-999,-999,"3","2018","Afrotropical",205.5,1262.56,18.1,7.43,820
"Chlorocebus pygerythrus","B","EMML_SDK","S",4,4993,0,1,-999,-999,-999,"2","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Kobus ellipsiprymnus","B","EMML_SDK","G",1,210000.34,1,1,1,-999,12,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Ceratotherium simum","B","EMML_SDK","G",1,2949986.31,1,1,1,3.75,3.75,"9","2020","Afrotropical",205.5,1262.56,18.1,7.43,820
"Ichneumia albicauda","B","EMML_SDK","G",4,3500.02,1,0,2.35,-999,-999,"3","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Ictonyx striatus","B","EMML_SDK","G",4,1299.99,1,0,2.3,-999,-999,"3","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Cercopithecus mitis","C","EMML_SDK","Ar",4,5000,0,1,1,-999,16,"5","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Otocyon megalotis","C","EMML_SDK","G",4,4150.02,1,1,4,-999,-999,"4","2014","Afrotropical",205.5,1262.56,18.1,7.43,820
"Dendrohyrax arboreus","C","EMML_SDK","Ar",2,2949.99,1,0,1.51,-999,1,"4","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Cricetomys ansorgei","C","EMML_SDK","G",4,1285.41,1,0,-999,-999,-999,"1","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Acinonyx jubatus","C","EMML_SDK","G",1,46700,0,1,3.28,-999,-999,"8","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Redunca fulvorufula","C","EMML_SDK","G",1,29499.86,1,1,-999,-999,4.75,"4","2017","Afrotropical",205.5,1262.56,18.1,7.43,820
"Alcelaphus buselaphus","C","EMML_SDK","G",1,171001.53,0,1,1,-999,20,"4","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Lophiomys imhausi","C","EMML_SDK","S",1,755.01,1,0,1.58,-999,-999,"4","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Proteles cristata","C","EMML_SDK","G",1,8139.39,1,0,2.64,-999,-999,"3","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Otolemur garnettii","C","EMML_SDK","Ar",3,760,1,0,1.02,-999,1,"5","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Felis silvestris","C","EMML_SDK","G",3,5099.99,1,0,3.59,-999,-999,"1","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Potamochoerus larvatus","C","EMML_SDK","G",4,48781.25,1,0,2.73,7.2,8,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Heterohyrax brucei","C","EMML_SDK","S",1,2625,0,1,1.89,34,17.5,"4","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Erythrocebus patas","C","EMML_SDK","G",3,8090,0,1,1.01,20.5,28,"1","2020","Afrotropical",205.5,1262.56,18.1,7.43,820
"Lepus capensis","C","EMML_SDK","G",1,3261.67,1,0,2.44,-999,-999,"3","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Canis adustus","C","EMML_SDK","G",4,10249.91,1,0,4.5,-999,-999,"4","2014","Afrotropical",205.5,1262.56,18.1,7.43,820
"Oreotragus oreotragus","C","EMML_SDK","G",1,12999.9,0,1,0.98,-999,2,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Civettictis civetta","C","EMML_SDK","G",6,11999.97,1,0,2.31,-999,-999,"4","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Nandinia binotata","C","EMML_SDK","Ar",3,2000,1,0,1.84,-999,-999,"3","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Hylochoerus meinertzhageni","C","EMML_SDK","G",1,188500,1,0,4,-999,10,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Panthera leo","C","EMML_SDK","G",2,161499.06,1,0,2.75,-999,-999,"7","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Herpestes ichneumon","C","EMML_SDK","G",5,5174.98,1,1,3,-999,-999,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Thryonomys gregorianus","C","EMML_SDK","G",3,2707.14,1,0,2.91,-999,1,"4","2017","Afrotropical",205.5,1262.56,18.1,7.43,820
"Procavia capensis","C","EMML_SDK","G",1,3029.98,0,1,2.5,47,17,"4","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Redunca redunca","C","EMML_SDK","G",1,44050.41,1,1,1,-999,-999,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Mellivora capensis","C","EMML_SDK","G",5,8500,0,1,2.35,-999,-999,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Mungos mungo","C","EMML_SDK","G",2,1925,0,1,2.68,-999,-999,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Aonyx capensis","C","EMML_SDK","G",2,18999.84,1,0,2.62,-999,-999,"5","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Leptailurus serval","C","EMML_SDK","G",1,11999.97,1,0,2.35,-999,-999,"5","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Hydrictis maculicollis","C","EMML_SDK","G",3,4180.53,1,1,2,-999,-999,"5","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Thryonomys swinderianus","C","EMML_SDK","G",3,3180.02,1,0,3.88,-999,1,"4","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Atilax paludinosus","C","EMML_SDK","G",4,3299.97,1,0,2,-999,-999,"3","2015","Afrotropical",205.5,1262.56,18.1,7.43,820
"Tamias striatus","A","EMML_SDNA","G",4,111.91,0,1,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Procyon lotor","B","EMML_SDNA","G",4,5524.97,1,0,3.06,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sciurus carolinensis","B","EMML_SDNA","Ar",3,506.5,0,1,2.98,-999,1,"4","2018",NA,NA,NA,NA,NA,NA
"Canis latrans","B","EMML_SDNA","G",3,13406.33,1,0,5.72,-999,-999,"4","2018",NA,NA,NA,NA,NA,NA
"Didelphis virginiana","B","EMML_SDNA","S",4,2195.48,1,0,8.62,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Odocoileus virginianus","B","EMML_SDNA","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016",NA,NA,NA,NA,NA,NA
"Urocyon cinereoargenteus","B","EMML_SDNA","G",5,3833.72,1,0,3.71,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Vulpes vulpes","B","EMML_SDNA","G",3,5476.17,1,0,4.59,-999,-999,"5","2021",NA,NA,NA,NA,NA,NA
"Ursus americanus","B","EMML_SDNA","G",4,99949.36,1,0,2.39,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sylvilagus floridanus","B","EMML_SDNA","G",1,1172.79,1,0,4.62,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Lynx rufus","B","EMML_SDNA","G",1,8904.1,1,0,2.76,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Marmota monax","B","EMML_SDNA","G",3,3801.72,0,1,4.1,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Ondatra zibethicus","B","EMML_SDNA","G",2,1065.75,1,0,6.55,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Mephitis mephitis","B","EMML_SDNA","G",5,2085.02,1,0,5.7,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Sylvilagus palustris","C","EMML_SDNA","G",1,1500,1,0,2.96,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Sciurus niger","C","EMML_SDNA","Ar",3,761.9,0,1,-999,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Sylvilagus obscurus","C","EMML_SDNA","G",1,1218.45,1,0,-999,-999,-999,"3","2019",NA,NA,NA,NA,NA,NA
"Castor canadensis","C","EMML_SDNA","G",1,21820,1,0,3.6,-999,5.1,"5","2016",NA,NA,NA,NA,NA,NA
"Lontra canadensis","C","EMML_SDNA","G",2,8087.42,1,0,2.67,-999,-999,"4","2015",NA,NA,NA,NA,NA,NA
"Neovison vison","C","EMML_SDNA","G",4,1150,1,0,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Odocoileus hemionus","C","EMML_SEQU","G",2,54212.57,1,0,1.61,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Taxidea taxus","C","EMML_SEQU","G",3,7107.55,1,0,2.76,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Sylvilagus nuttallii","C","EMML_SEQU","G",1,755.09,1,0,4.79,-999,-999,"3","2019","Nearctic",217.7,1520.89,4.17,15.77,445
"Aplodontia rufa","C","EMML_SEQU","G",1,1003.99,1,1,2.46,-999,-999,"4","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Lepus californicus","C","EMML_SEQU","G",1,2422.48,1,0,2.68,-999,-999,"3","2019","Nearctic",217.7,1520.89,4.17,15.77,445
"Vulpes macrotis","C","EMML_SEQU","G",3,4499.97,1,0,4.5,-999,-999,"4","2014","Nearctic",217.7,1520.89,4.17,15.77,445
"Martes pennanti","C","EMML_SEQU","S",2,4000,1,1,3.02,-999,-999,"4","2018","Nearctic",217.7,1520.89,4.17,15.77,445
"Ovis canadensis","C","EMML_SEQU","G",1,74644.88,1,1,1.16,5.5,5.5,"3","2020","Nearctic",217.7,1520.89,4.17,15.77,445
"Sylvilagus audubonii","C","EMML_SEQU","G",1,889.63,1,0,3,-999,-999,"3","2019","Nearctic",217.7,1520.89,4.17,15.77,445
"Canis latrans","C","EMML_SEQU","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",217.7,1520.89,4.17,15.77,445
"Bassariscus astutus","C","EMML_SEQU","G",3,1129.51,1,0,3,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Martes americana","C","EMML_SEQU","S",4,1250,1,0,2.6,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Erethizon dorsatum","C","EMML_SEQU","S",3,7085.33,1,0,1,-999,1,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Sylvilagus bachmani","C","EMML_SEQU","G",1,643.25,1,0,3.35,-999,-999,"3","2019","Nearctic",217.7,1520.89,4.17,15.77,445
"Puma concolor","C","EMML_SEQU","G",1,51600.04,1,1,2.76,-999,1,"4","2015","Nearctic",217.7,1520.89,4.17,15.77,445
"Castor canadensis","C","EMML_SEQU","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Lontra canadensis","C","EMML_SEQU","G",2,8087.42,1,0,2.67,-999,-999,"4","2015","Nearctic",217.7,1520.89,4.17,15.77,445
"Ondatra zibethicus","C","EMML_SEQU","G",2,1065.75,1,0,6.55,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Neovison vison","C","EMML_SEQU","G",4,1150,1,0,-999,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Urocyon cinereoargenteus","C","EMML_SERCF","G",5,3833.72,1,0,3.71,-999,-999,"4","2016","Nearctic",126,3106.67,13.31,12,1144
"Sciurus niger","C","EMML_SERCF","Ar",3,761.9,0,1,-999,-999,-999,"4","2016","Nearctic",126,3106.67,13.31,12,1144
"Marmota monax","C","EMML_SERCF","G",3,3801.72,0,1,4.1,-999,1,"3","2016","Nearctic",126,3106.67,13.31,12,1144
"Canis latrans","C","EMML_SERCF","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",126,3106.67,13.31,12,1144
"Mephitis mephitis","C","EMML_SERCF","G",5,2085.02,1,0,5.7,-999,-999,"3","2016","Nearctic",126,3106.67,13.31,12,1144
"Castor canadensis","C","EMML_SERCF","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",126,3106.67,13.31,12,1144
"Lontra canadensis","C","EMML_SERCF","G",2,8087.42,1,0,2.67,-999,-999,"4","2015","Nearctic",126,3106.67,13.31,12,1144
"Ondatra zibethicus","C","EMML_SERCF","G",2,1065.75,1,0,6.55,-999,-999,"3","2016","Nearctic",126,3106.67,13.31,12,1144
"Neovison vison","C","EMML_SERCF","G",4,1150,1,0,-999,-999,-999,"3","2016","Nearctic",126,3106.67,13.31,12,1144
"Cephalophus spadix","A","EMML_SH","G",3,56000.25,1,0,-999,-999,-999,"8","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Rhynchocyon petersi","A","EMML_SH","G",1,424,0,1,1.93,-999,-999,"6","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Bdeogale crassicauda","A","EMML_SH","G",3,1549.99,1,0,0.96,-999,-999,"5","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Helogale parvula","A","EMML_SH","G",3,300,0,1,3.49,-999,-999,"3","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Hystrix cristata","A","EMML_SH","G",2,16250,1,0,1.73,-999,-999,"4","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Phacochoerus aethiopicus","A","EMML_SH","G",3,71000.27,1,0,3.2,-999,2,"4","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Petrodromus tetradactylus","A","EMML_SH","G",1,187.5,0,1,1,-999,1.5,"4","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Cricetomys gambianus","A","EMML_SH","G",4,1271,1,0,3.11,-999,-999,"1","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Papio anubis","A","EMML_SH","G",4,17728.56,0,1,1.01,44.5,40,"4","2020","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Paraxerus palliatus","A","EMML_SH","S",3,309.31,0,1,1.6,1.87,1,"4","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Orycteropus afer","B","EMML_SH","G",1,52350.4,1,0,1.1,-999,1,"5","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Syncerus caffer","B","EMML_SH","G",1,580002.68,1,0,1.08,3000,12,"3","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Civettictis civetta","B","EMML_SH","G",6,11999.97,1,0,2.31,-999,-999,"4","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Loxodonta africana","B","EMML_SH","G",1,3940034.28,1,1,0.84,-999,19.5,"1","2021","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Cercopithecus mitis","B","EMML_SH","Ar",4,5000,0,1,1,-999,16,"5","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Tragelaphus scriptus","B","EMML_SH","G",1,43250.39,1,1,1,-999,1,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Potamochoerus larvatus","B","EMML_SH","G",4,48781.25,1,0,2.73,7.2,8,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Genetta maculata","B","EMML_SH","Ar",3,2225,1,0,2.12,-999,-999,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Sylvicapra grimmia","B","EMML_SH","G",3,19499.79,1,0,0.98,-999,1,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Phacochoerus africanus","B","EMML_SH","G",3,82500,1,0,-999,-999,-999,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Panthera pardus","B","EMML_SH","G",1,52038.22,1,0,2.14,1,1,"8","2020","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Atilax paludinosus","B","EMML_SH","G",4,3299.97,1,0,2,-999,-999,"3","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Hippotragus niger","B","EMML_SH","G",1,227499.27,0,1,1,-999,15,"3","2017","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Otolemur garnettii","B","EMML_SH","Ar",3,760,1,0,1.02,-999,1,"5","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Crocuta crocuta","B","EMML_SH","G",1,66492.06,1,0,1.91,-999,-999,"3","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Kobus ellipsiprymnus","B","EMML_SH","G",1,210000.34,1,1,1,-999,12,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Papio cynocephalus","B","EMML_SH","G",4,15822.15,0,1,1.01,52.3,48.2,"2","2020","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Otocyon megalotis","C","EMML_SH","G",4,4150.02,1,1,4,-999,-999,"4","2014","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Dendrohyrax arboreus","C","EMML_SH","Ar",2,2949.99,1,0,1.51,-999,1,"4","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Chlorocebus pygerythrus","C","EMML_SH","S",4,4993,0,1,-999,-999,-999,"2","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Cricetomys ansorgei","C","EMML_SH","G",4,1285.41,1,0,-999,-999,-999,"1","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Alcelaphus buselaphus","C","EMML_SH","G",1,171001.53,0,1,1,-999,20,"4","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Proteles cristata","C","EMML_SH","G",1,8139.39,1,0,2.64,-999,-999,"3","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Ceratotherium simum","C","EMML_SH","G",1,2949986.31,1,1,1,3.75,3.75,"9","2020","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Diceros bicornis","C","EMML_SH","G",1,1180510.9,1,0,1,1,1,"12","2020","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Felis silvestris","C","EMML_SH","G",3,5099.99,1,0,3.59,-999,-999,"1","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Ichneumia albicauda","C","EMML_SH","G",4,3500.02,1,0,2.35,-999,-999,"3","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Heterohyrax brucei","C","EMML_SH","S",1,2625,0,1,1.89,34,17.5,"4","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Philantomba monticola","C","EMML_SH","G",3,4896.05,1,0,0.98,-999,1.9,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Equus quagga","C","EMML_SH","G",1,4e+05,1,1,-999,-999,-999,"4","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Genetta genetta","C","EMML_SH","Ar",3,1800,1,0,2.29,-999,-999,"3","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Lepus capensis","C","EMML_SH","G",1,3261.67,1,0,2.44,-999,-999,"3","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Canis adustus","C","EMML_SH","G",4,10249.91,1,0,4.5,-999,-999,"4","2014","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Ictonyx striatus","C","EMML_SH","G",4,1299.99,1,0,2.3,-999,-999,"3","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Otolemur crassicaudatus","C","EMML_SH","Ar",3,1500,1,0,1.14,-999,3.5,"5","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Caracal caracal","C","EMML_SH","G",1,13749.91,1,0,2.3,-999,-999,"4","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Colobus angolensis","C","EMML_SH","Ar",2,9850,0,1,1.01,9,10.9,"5","2020","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Herpestes ichneumon","C","EMML_SH","G",5,5174.98,1,1,3,-999,-999,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Thryonomys gregorianus","C","EMML_SH","G",3,2707.14,1,0,2.91,-999,1,"4","2017","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Canis mesomelas","C","EMML_SH","G",4,8500.02,1,1,3.89,-999,-999,"4","2014","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Hyaena hyaena","C","EMML_SH","G",4,41705.11,1,0,2.44,-999,-999,"4","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Aepyceros melampus","C","EMML_SH","G",1,52500.08,1,1,0.98,-999,15.25,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Redunca redunca","C","EMML_SH","G",1,44050.41,1,1,1,-999,-999,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Mellivora capensis","C","EMML_SH","G",5,8500,0,1,2.35,-999,-999,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Mungos mungo","C","EMML_SH","G",2,1925,0,1,2.68,-999,-999,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Aonyx capensis","C","EMML_SH","G",2,18999.84,1,0,2.62,-999,-999,"5","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Leptailurus serval","C","EMML_SH","G",1,11999.97,1,0,2.35,-999,-999,"5","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Thryonomys swinderianus","C","EMML_SH","G",3,3180.02,1,0,3.88,-999,1,"4","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Glaucomys volans","A","EMML_SMTB","Ar",3,63.87,1,0,3.13,-999,-999,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Spilogale putorius","A","EMML_SMTB","G",3,341,1,0,5.07,-999,-999,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Mustela frenata","A","EMML_SMTB","G",1,147,1,1,6.5,-999,-999,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Odocoileus virginianus","B","EMML_SMTB","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Procyon lotor","B","EMML_SMTB","G",4,5524.97,1,0,3.06,-999,-999,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Canis latrans","B","EMML_SMTB","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Nearctic",207,3152.04,12.72,29.08,6914
"Sciurus carolinensis","B","EMML_SMTB","Ar",3,506.5,0,1,2.98,-999,1,"4","2018","Nearctic",207,3152.04,12.72,29.08,6914
"Sylvilagus floridanus","B","EMML_SMTB","G",1,1172.79,1,0,4.62,-999,-999,"3","2019","Nearctic",207,3152.04,12.72,29.08,6914
"Didelphis virginiana","B","EMML_SMTB","S",4,2195.48,1,0,8.62,-999,1,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Lynx rufus","B","EMML_SMTB","G",1,8904.1,1,0,2.76,-999,-999,"4","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Ursus americanus","B","EMML_SMTB","G",4,99949.36,1,0,2.39,-999,-999,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Mephitis mephitis","B","EMML_SMTB","G",5,2085.02,1,0,5.7,-999,-999,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Urocyon cinereoargenteus","B","EMML_SMTB","G",5,3833.72,1,0,3.71,-999,-999,"4","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Sciurus niger","B","EMML_SMTB","Ar",3,761.9,0,1,-999,-999,-999,"4","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Vulpes vulpes","B","EMML_SMTB","G",3,5476.17,1,0,4.59,-999,-999,"5","2021","Nearctic",207,3152.04,12.72,29.08,6914
"Marmota monax","B","EMML_SMTB","G",3,3801.72,0,1,4.1,-999,1,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Castor canadensis","C","EMML_SMTB","G",1,21820,1,0,3.6,-999,5.1,"5","2016","Nearctic",207,3152.04,12.72,29.08,6914
"Lontra canadensis","C","EMML_SMTB","G",2,8087.42,1,0,2.67,-999,-999,"4","2015","Nearctic",207,3152.04,12.72,29.08,6914
"Ondatra zibethicus","C","EMML_SMTB","G",2,1065.75,1,0,6.55,-999,-999,"3","2016","Nearctic",207,3152.04,12.72,29.08,6914
